transaction_id,customer_id,card_number,transaction_ts,transaction_date,derived_hour,day_of_week,merchant_category,merchant_type,merchant,amount,currency,country,city,city_size,card_type,card_present,device,channel,device_fingerprint,ip_address,distance_from_home,high_risk_merchant,transaction_hour,weekend_transaction,velocity_last_hour_raw,is_fraud,velocity_num_transactions,velocity_total_amount,velocity_unique_merchants,velocity_unique_countries,velocity_max_single_amount
TX_706baadf,CUST_62639,6100745669345247,2024-10-08 11:00:32.844771,2024-10-08,11,2,Entertainment,gaming,Nintendo eShop,144.9,GBP,UK,Unknown City,medium,Gold Credit,False,Edge,web,133893477c102773604120d05cf1c68e,176.18.40.240,0.0,True,11,False,"{'num_transactions': 146, 'total_amount': 2725274.288434912, 'unique_merchants': 73, 'unique_countries': 11, 'max_single_amount': 724460.8446862272}",0,146.0,2725274.288434912,73.0,11.0,724460.8446862272
TX_706baadf,CUST_23479,6879228298217292,2024-10-30 00:00:46.988154,2024-10-30,0,3,Entertainment,streaming,Netflix,83387.05,NGN,Nigeria,Unknown City,medium,Premium Debit,False,Chrome,web,a5b357265ac8bb6df6fdb6da49062403,172.103.118.73,0.0,True,0,False,"{'num_transactions': 27, 'total_amount': 3700630.1075349255, 'unique_merchants': 25, 'unique_countries': 10, 'max_single_amount': 817877.8554621697}",0,27.0,3700630.1075349255,25.0,10.0,817877.8554621697
TX_891636c5,CUST_40104,4213742922990447,2024-09-30 22:06:58.248441,2024-09-30,22,1,Restaurant,fast_food,KFC,43.95,CAD,Canada,Unknown City,medium,Basic Debit,False,Edge,web,2af5f11a4cc0a978b3d2d7bfedbf78b0,51.251.81.239,0.0,False,22,False,"{'num_transactions': 691, 'total_amount': 16927400.220308285, 'unique_merchants': 104, 'unique_countries': 12, 'max_single_amount': 2001362.1583655472}",0,691.0,16927400.220308285,104.0,12.0,2001362.1583655472
TX_891636c5,CUST_67655,5984418297162912,2024-10-05 07:51:22.467220,2024-10-05,7,6,Retail,physical,Nike Store,31199.82,RUB,Russia,Unknown City,medium,Gold Credit,False,iOS App,mobile,4cf064da2162d41d6204d492ecad6281,133.74.205.142,0.0,False,7,True,"{'num_transactions': 1652, 'total_amount': 51230765.795406245, 'unique_merchants': 105, 'unique_countries': 12, 'max_single_amount': 3028208.444897331}",0,1652.0,51230765.795406245,105.0,12.0,3028208.444897331
TX_891636c5,CUST_98431,372674215860257,2024-10-06 16:18:57.962227,2024-10-06,16,0,Retail,online,Wayfair,23774.39,RUB,Russia,Unknown City,medium,Basic Debit,False,Chrome,web,36cf47f65afd9fb0ffaf85f9dd8d20aa,160.146.155.209,0.0,False,16,True,"{'num_transactions': 984, 'total_amount': 32455945.972388767, 'unique_merchants': 105, 'unique_countries': 12, 'max_single_amount': 1037581.5587665766}",0,984.0,32455945.972388767,105.0,12.0,1037581.5587665766
TX_9c2d174f,CUST_19539,378472184413404,2024-10-03 17:43:43.772684,2024-10-03,17,4,Healthcare,pharmacy,CVS Pharmacy,373.76,CAD,Canada,Unknown City,medium,Basic Credit,False,Edge,web,046832757acebe63458b7d63bb00e98b,103.241.137.222,0.0,False,17,False,"{'num_transactions': 1563, 'total_amount': 24408693.754699074, 'unique_merchants': 105, 'unique_countries': 12, 'max_single_amount': 1955954.0854877753}",0,1563.0,24408693.754699074,105.0,12.0,1955954.0854877753
TX_9c2d174f,CUST_64945,372092615802672,2024-10-18 07:08:47.828191,2024-10-18,7,5,Travel,transport,Hertz,37120.77,NGN,Nigeria,Unknown City,medium,Basic Credit,False,iOS App,mobile,a28c1273aa7407a22ba1f22c9f31aa56,34.110.114.95,0.0,True,7,False,"{'num_transactions': 201, 'total_amount': 13961071.777257679, 'unique_merchants': 86, 'unique_countries': 12, 'max_single_amount': 542405.400751244}",0,201.0,13961071.777257679,86.0,12.0,542405.400751244
TX_9c2d174f,CUST_75544,5126712718061599,2024-10-20 23:06:39.111549,2024-10-20,23,0,Restaurant,premium,Morton's,338.4,GBP,UK,Unknown City,medium,Premium Debit,False,Safari,web,cdeb90789c48ac55c02687d9fb3c5d21,128.66.248.251,0.0,False,23,True,"{'num_transactions': 189, 'total_amount': 2571922.899899892, 'unique_merchants': 87, 'unique_countries': 12, 'max_single_amount': 382645.83870650065}",0,189.0,2571922.899899892,87.0,12.0,382645.83870650065
TX_18d56778,CUST_30478,4493676393536183,2024-10-04 14:26:50.570863,2024-10-04,14,5,Restaurant,fast_food,Taco Bell,216.7,USD,USA,San Jose,medium,Premium Debit,False,Chrome,web,4c5d893045674653fe95bf0a8ce2534a,215.78.241.148,0.0,False,14,False,"{'num_transactions': 936, 'total_amount': 26683743.441519473, 'unique_merchants': 105, 'unique_countries': 12, 'max_single_amount': 4612968.801764162}",0,936.0,26683743.441519473,105.0,12.0,4612968.801764162
TX_18d56778,CUST_78039,370090350055193,2024-10-11 18:35:37.556493,2024-10-11,18,5,Restaurant,fast_food,Taco Bell,643.41,MXN,Mexico,Unknown City,medium,Premium Debit,False,Android App,mobile,3e57eee9c074e71c5be4276b5b34556b,49.36.164.21,0.0,False,18,False,"{'num_transactions': 538, 'total_amount': 18719391.392579872, 'unique_merchants': 103, 'unique_countries': 12, 'max_single_amount': 2474162.607836391}",0,538.0,18719391.392579872,103.0,12.0,2474162.607836391
TX_18d56778,CUST_46140,6967470468010544,2024-10-25 18:22:26.774343,2024-10-25,18,5,Travel,airlines,Delta,63601.21,JPY,Japan,Unknown City,medium,Premium Debit,False,iOS App,mobile,62696f13b6de097fb021bed152c21799,20.45.61.126,0.0,True,18,False,"{'num_transactions': 301, 'total_amount': 13020082.893568618, 'unique_merchants': 97, 'unique_countries': 12, 'max_single_amount': 1744264.9293305478}",0,301.0,13020082.893568618,97.0,12.0,1744264.9293305478
TX_0071533e,CUST_96482,4589780727238014,2024-10-06 13:18:41.647945,2024-10-06,13,0,Healthcare,medical,Medical Center,289.81,NGN,Nigeria,Unknown City,medium,Basic Debit,True,Chip Reader,pos,3460ffa50f85a25f463566b9c3eb3815,124.63.175.18,1.0,False,13,True,"{'num_transactions': 509, 'total_amount': 18173976.203562222, 'unique_merchants': 103, 'unique_countries': 12, 'max_single_amount': 2733769.214982778}",1,509.0,18173976.203562222,103.0,12.0,2733769.214982778
TX_0071533e,CUST_63432,379468521016941,2024-10-21 17:23:40.378384,2024-10-21,17,1,Travel,hotels,Marriott,418182.81,NGN,Nigeria,Unknown City,medium,Platinum Credit,False,Firefox,web,af47acc344150bcae232dcf4ad4bedd4,20.135.174.50,0.0,True,17,False,"{'num_transactions': 212, 'total_amount': 76455731.01122627, 'unique_merchants': 87, 'unique_countries': 9, 'max_single_amount': 1162425.2919943787}",0,212.0,76455731.01122627,87.0,9.0,1162425.2919943787
TX_0680805a,CUST_40507,5469837998212755,2024-10-17 18:33:57.696382,2024-10-17,18,4,Grocery,online,Instacart,27.99,MXN,Mexico,Unknown City,medium,Basic Debit,True,Chip Reader,pos,863bbd0318334b03f2cb7b2eb1b57929,163.202.46.200,1.0,False,18,False,"{'num_transactions': 86, 'total_amount': 1040829.8635991996, 'unique_merchants': 58, 'unique_countries': 11, 'max_single_amount': 428774.6322457395}",1,86.0,1040829.8635991996,58.0,11.0,428774.6322457395
TX_0680805a,CUST_68187,6370827773678151,2024-10-28 12:51:59.200609,2024-10-28,12,1,Restaurant,fast_food,Wendy's,125.62,CAD,Canada,Unknown City,medium,Basic Credit,False,Edge,web,98fc8fbd04b692667ddb2ff3265007dd,77.119.99.252,0.0,False,12,False,"{'num_transactions': 40, 'total_amount': 530343.2492249259, 'unique_merchants': 29, 'unique_countries': 8, 'max_single_amount': 189045.48221318296}",0,40.0,530343.2492249259,29.0,8.0,189045.48221318296
TX_08780869,CUST_10386,4362688404239267,2024-10-07 00:09:59.809642,2024-10-07,0,1,Healthcare,pharmacy,CVS Pharmacy,59131.97,RUB,Russia,Unknown City,medium,Premium Debit,False,Chrome,web,3346338e36574aba8c28be6c38672858,252.43.48.202,1.0,False,0,False,"{'num_transactions': 279, 'total_amount': 8080822.628890568, 'unique_merchants': 94, 'unique_countries': 10, 'max_single_amount': 1281637.7744298663}",1,279.0,8080822.628890568,94.0,10.0,1281637.7744298663
TX_08780869,CUST_58294,6724352905661432,2024-10-09 06:39:27.066451,2024-10-09,6,3,Education,online,Skillshare,583.45,CAD,Canada,Unknown City,medium,Gold Credit,False,Safari,web,7086fb5caf81c8eaaacaf9bafffd1969,118.203.44.193,0.0,False,6,False,"{'num_transactions': 288, 'total_amount': 9942393.140781915, 'unique_merchants': 97, 'unique_countries': 12, 'max_single_amount': 1231737.8416522518}",0,288.0,9942393.140781915,97.0,12.0,1231737.8416522518
TX_1ac74e5a,CUST_96119,6303238039880916,2024-10-15 23:47:28.821442,2024-10-15,23,2,Restaurant,premium,Ruth's Chris,225135.96,NGN,Nigeria,Unknown City,medium,Gold Credit,False,Safari,web,909bdcfcd8b891efc0d469d1a0e3018b,240.60.7.109,0.0,False,23,False,"{'num_transactions': 855, 'total_amount': 180584934.61965787, 'unique_merchants': 105, 'unique_countries': 12, 'max_single_amount': 3422369.158797976}",0,855.0,180584934.61965787,105.0,12.0,3422369.158797976
TX_1ac74e5a,CUST_10407,5376803032666705,2024-10-18 01:01:18.289519,2024-10-18,1,5,Entertainment,gaming,Nintendo eShop,427.5,AUD,Australia,Unknown City,medium,Premium Debit,False,Chrome,web,4bf406e34643425b7b65cb1e8d16ba6f,12.102.155.215,1.0,True,1,False,"{'num_transactions': 248, 'total_amount': 4040173.333704902, 'unique_merchants': 95, 'unique_countries': 12, 'max_single_amount': 938569.3392565588}",1,248.0,4040173.333704902,95.0,12.0,938569.3392565588
TX_244817f5,CUST_84899,5610276391147425,2024-10-03 12:54:09.926166,2024-10-03,12,4,Gas,local,Local Gas Station,125677.3,NGN,Nigeria,Unknown City,medium,Premium Debit,False,Safari,web,c553d904e6e0b22c3070dd1bbbc785c6,133.198.250.94,0.0,False,12,False,"{'num_transactions': 643, 'total_amount': 86923524.36728017, 'unique_merchants': 105, 'unique_countries': 12, 'max_single_amount': 1648582.0493790125}",0,643.0,86923524.36728017,105.0,12.0,1648582.0493790125
TX_244817f5,CUST_86647,5534591512391360,2024-10-14 10:19:04.785126,2024-10-14,10,1,Healthcare,medical,Medical Center,313.95,RUB,Russia,Unknown City,medium,Basic Credit,False,iOS App,mobile,a2c2576edc7c8b5eaf9742c07b45b30b,189.143.181.112,1.0,False,10,False,"{'num_transactions': 369, 'total_amount': 7298993.526402763, 'unique_merchants': 97, 'unique_countries': 12, 'max_single_amount': 972071.5356811692}",1,369.0,7298993.526402763,97.0,12.0,972071.5356811692
TX_2b6978a3,CUST_30777,4728845364696642,2024-10-10 04:43:39.011636,2024-10-10,4,4,Restaurant,fast_food,KFC,8148.93,RUB,Russia,Unknown City,medium,Basic Credit,False,Safari,web,e18417d2468f064b8abc234eb00e43c0,141.3.91.239,1.0,False,4,False,"{'num_transactions': 811, 'total_amount': 14087397.842416037, 'unique_merchants': 105, 'unique_countries': 12, 'max_single_amount': 1764931.6701445277}",1,811.0,14087397.842416037,105.0,12.0,1764931.6701445277
TX_2b6978a3,CUST_41790,4253691952168849,2024-10-29 23:14:13.114999,2024-10-29,23,2,Healthcare,pharmacy,CVS Pharmacy,415.82,USD,USA,San Jose,medium,Basic Debit,False,iOS App,mobile,44716c4906ae403c9ecdc721f17a9514,34.82.66.203,1.0,False,23,False,"{'num_transactions': 52, 'total_amount': 6987438.422967266, 'unique_merchants': 42, 'unique_countries': 10, 'max_single_amount': 889796.8084871419}",0,52.0,6987438.422967266,42.0,10.0,889796.8084871419
TX_30c57dee,CUST_61063,5531066468223704,2024-09-30 11:39:34.414252,2024-09-30,11,1,Retail,physical,Walmart,623.08,CAD,Canada,Unknown City,medium,Gold Credit,False,Edge,web,848878f103ac91cf798c1b74ae76cc28,225.118.77.177,0.0,False,11,False,"{'num_transactions': 337, 'total_amount': 14669021.682761714, 'unique_merchants': 96, 'unique_countries': 12, 'max_single_amount': 2054793.3409734867}",0,337.0,14669021.682761714,96.0,12.0,2054793.3409734867
TX_30c57dee,CUST_76071,4335460474709940,2024-10-19 16:48:30.750409,2024-10-19,16,6,Grocery,online,Instacart,137943.99,RUB,Russia,Unknown City,medium,Gold Credit,False,Firefox,web,010d0203928a16cc02f473f94e1e2b7e,153.211.53.233,1.0,False,16,True,"{'num_transactions': 348, 'total_amount': 7640935.674324506, 'unique_merchants': 100, 'unique_countries': 12, 'max_single_amount': 950201.741618281}",1,348.0,7640935.674324506,100.0,12.0,950201.741618281
TX_40afe8ff,CUST_50199,374804681046952,2024-10-23 08:59:23.226695,2024-10-23,8,3,Restaurant,fast_food,Subway,542.55,USD,USA,Los Angeles,large,Gold Credit,False,Edge,web,21894fb7655e11ed18e4a68eb58e6b3a,185.3.6.139,1.0,False,8,False,"{'num_transactions': 9, 'total_amount': 287224.6072739641, 'unique_merchants': 9, 'unique_countries': 4, 'max_single_amount': 54857.80758272058}",0,9.0,287224.6072739641,9.0,4.0,54857.80758272058
TX_40afe8ff,CUST_40252,4109790256756733,2024-10-23 19:03:56.596109,2024-10-23,19,3,Grocery,online,Amazon Fresh,19562.1,MXN,Mexico,Unknown City,medium,Platinum Credit,False,Safari,web,4650b70683c43701719365a55d123d04,234.23.14.120,1.0,False,19,False,"{'num_transactions': 53, 'total_amount': 1011263.159597429, 'unique_merchants': 39, 'unique_countries': 12, 'max_single_amount': 281974.3114189595}",1,53.0,1011263.159597429,39.0,12.0,281974.3114189595
TX_41d26cb5,CUST_68833,371986586855083,2024-10-18 23:29:22.931745,2024-10-18,23,5,Gas,local,Local Gas Station,944305.05,NGN,Nigeria,Unknown City,medium,Platinum Credit,False,iOS App,mobile,eb77afcb88421c88cb10287d8454c457,35.57.175.43,1.0,False,23,False,"{'num_transactions': 393, 'total_amount': 13429963.5717986, 'unique_merchants': 98, 'unique_countries': 12, 'max_single_amount': 1239770.9571663914}",1,393.0,13429963.5717986,98.0,12.0,1239770.9571663914
TX_41d26cb5,CUST_34335,6565783731680083,2024-10-24 22:24:08.050884,2024-10-24,22,4,Restaurant,premium,Capital Grille,55084.19,JPY,Japan,Unknown City,medium,Gold Credit,False,Chrome,web,d86061e670484e854c1145bfe129b367,40.186.215.87,0.0,False,22,False,"{'num_transactions': 277, 'total_amount': 17928217.399025857, 'unique_merchants': 93, 'unique_countries': 12, 'max_single_amount': 1934935.6518853363}",0,277.0,17928217.399025857,93.0,12.0,1934935.6518853363
TX_4481990e,CUST_36936,4695025404536434,2024-10-05 10:17:17.612987,2024-10-05,10,6,Grocery,online,Instacart,167.53,CAD,Canada,Unknown City,medium,Basic Credit,False,iOS App,mobile,b492d4ae44c3d1bea4c796d1c0c60e62,89.188.145.200,0.0,False,10,True,"{'num_transactions': 879, 'total_amount': 25701986.390117485, 'unique_merchants': 105, 'unique_countries': 12, 'max_single_amount': 1886537.1118875935}",0,879.0,25701986.390117485,105.0,12.0,1886537.1118875935
TX_4481990e,CUST_62401,4004085740041925,2024-10-26 03:20:52.459766,2024-10-26,3,6,Retail,online,eBay,140.43,JPY,Japan,Unknown City,medium,Premium Debit,True,Chip Reader,pos,5f96b3335379abd0cf0ae74d2f1d23dc,121.86.138.79,1.0,False,3,True,"{'num_transactions': 141, 'total_amount': 1283494.2943285329, 'unique_merchants': 69, 'unique_countries': 10, 'max_single_amount': 127976.23489856787}",1,141.0,1283494.2943285329,69.0,10.0,127976.23489856787
TX_48803d13,CUST_56389,4752155140725296,2024-10-12 01:12:00.816156,2024-10-12,1,6,Entertainment,events,Ticketmaster,31304.45,MXN,Mexico,Unknown City,medium,Platinum Credit,True,Magnetic Stripe,pos,022cdea700fc9780b5a9df4e3be3c962,90.188.171.132,1.0,True,1,True,"{'num_transactions': 450, 'total_amount': 10389045.115616176, 'unique_merchants': 98, 'unique_countries': 12, 'max_single_amount': 1068970.8228651935}",1,450.0,10389045.115616176,98.0,12.0,1068970.8228651935
TX_48803d13,CUST_49299,4556798513331545,2024-10-26 15:30:38.664806,2024-10-26,15,6,Gas,major,Mobil,1084.23,AUD,Australia,Unknown City,medium,Platinum Credit,False,Chrome,web,df4795d8a527bab7f5e37170725032f1,53.92.92.115,0.0,False,15,True,"{'num_transactions': 173, 'total_amount': 4399977.709646941, 'unique_merchants': 81, 'unique_countries': 12, 'max_single_amount': 500640.87653629296}",0,173.0,4399977.709646941,81.0,12.0,500640.87653629296
TX_4c828749,CUST_82074,6300773128368178,2024-10-17 14:22:32.232940,2024-10-17,14,4,Grocery,online,Walmart Grocery,478.76,AUD,Australia,Unknown City,medium,Basic Credit,False,Edge,web,f10a205ab36f987ba4b130e316e02c4b,246.18.51.220,0.0,False,14,False,"{'num_transactions': 276, 'total_amount': 8277555.116470638, 'unique_merchants': 95, 'unique_countries': 12, 'max_single_amount': 1881990.5879121963}",0,276.0,8277555.116470638,95.0,12.0,1881990.5879121963
TX_4c828749,CUST_39936,370560790766856,2024-10-27 18:34:12.812836,2024-10-27,18,0,Restaurant,fast_food,KFC,22.35,RUB,Russia,Unknown City,medium,Gold Credit,False,iOS App,mobile,b72822e8349505f829d9e8d5c31cbc0f,189.22.231.130,1.0,False,18,True,"{'num_transactions': 130, 'total_amount': 4024297.1187932603, 'unique_merchants': 71, 'unique_countries': 12, 'max_single_amount': 2361613.09090422}",1,130.0,4024297.1187932603,71.0,12.0,2361613.09090422
TX_59823cc4,CUST_52904,5794311912224680,2024-10-13 21:27:02.181660,2024-10-13,21,0,Entertainment,gaming,Steam,198.78,CAD,Canada,Unknown City,medium,Basic Credit,False,Firefox,web,8e345ff331bbc2a2c1c8f8d56848adab,14.230.53.120,0.0,True,21,True,"{'num_transactions': 649, 'total_amount': 11740506.649498232, 'unique_merchants': 102, 'unique_countries': 12, 'max_single_amount': 840687.327062667}",0,649.0,11740506.649498232,102.0,12.0,840687.327062667
TX_59823cc4,CUST_74601,5791125818794619,2024-10-19 10:37:44.099636,2024-10-19,10,6,Grocery,physical,Aldi,834.28,AUD,Australia,Unknown City,medium,Basic Debit,False,Chrome,web,3ffdf74a6ce8e2a51553bd1d53ede32a,232.157.0.188,1.0,False,10,True,"{'num_transactions': 435, 'total_amount': 15863261.904350828, 'unique_merchants': 99, 'unique_countries': 12, 'max_single_amount': 720732.6147030112}",1,435.0,15863261.904350828,99.0,12.0,720732.6147030112
TX_598e9186,CUST_99495,6679027084381458,2024-10-09 09:16:40.496982,2024-10-09,9,3,Grocery,online,Walmart Grocery,240989.67,NGN,Nigeria,Unknown City,medium,Gold Credit,False,Android App,mobile,e82350584ad8cc76c3528cbc6989c89f,96.192.95.116,0.0,False,9,False,"{'num_transactions': 799, 'total_amount': 166718769.20650777, 'unique_merchants': 105, 'unique_countries': 12, 'max_single_amount': 3889225.5801579175}",0,799.0,166718769.20650777,105.0,12.0,3889225.5801579175
TX_598e9186,CUST_45856,4540232333057311,2024-10-21 01:36:36.294980,2024-10-21,1,1,Retail,online,Newegg,11.34,BRL,Brazil,Unknown City,medium,Platinum Credit,True,Magnetic Stripe,pos,c3c128577e1f49b5c2131aa5966dac99,183.14.205.231,1.0,False,1,False,"{'num_transactions': 348, 'total_amount': 16436958.861222854, 'unique_merchants': 98, 'unique_countries': 12, 'max_single_amount': 3974574.762921046}",1,348.0,16436958.861222854,98.0,12.0,3974574.762921046
TX_5ff9a265,CUST_30684,374000811388287,2024-10-03 01:15:36.173659,2024-10-03,1,4,Healthcare,medical,Urgent Care,1072.39,EUR,Germany,Unknown City,medium,Premium Debit,True,Chip Reader,pos,9037c8d6516fc5f9a5e1e7fd30459de2,28.143.112.24,1.0,False,1,False,"{'num_transactions': 934, 'total_amount': 23764581.605532207, 'unique_merchants': 105, 'unique_countries': 12, 'max_single_amount': 4559889.23423803}",1,934.0,23764581.605532207,105.0,12.0,4559889.23423803
TX_5ff9a265,CUST_94078,375773257409200,2024-10-09 23:43:12.839627,2024-10-09,23,3,Retail,physical,IKEA,489.45,USD,USA,Philadelphia,medium,Premium Debit,False,Android App,mobile,24a66a89a7b1cbae051beb2fa21b21c3,14.227.184.158,0.0,False,23,False,"{'num_transactions': 147, 'total_amount': 3017911.659506274, 'unique_merchants': 74, 'unique_countries': 11, 'max_single_amount': 506069.4652514139}",0,147.0,3017911.659506274,74.0,11.0,506069.4652514139
TX_622089bf,CUST_83367,6280807665253825,2024-10-12 01:12:30.139556,2024-10-12,1,6,Gas,local,Highway Gas Stop,29672.43,MXN,Mexico,Unknown City,medium,Platinum Credit,False,Android App,mobile,568112ef9571efc497ab38d52af887eb,153.114.56.248,1.0,False,1,True,"{'num_transactions': 48, 'total_amount': 1785796.08923647, 'unique_merchants': 37, 'unique_countries': 6, 'max_single_amount': 855310.5378356489}",1,48.0,1785796.08923647,37.0,6.0,855310.5378356489
TX_622089bf,CUST_99261,5533338735360330,2024-10-19 08:54:23.764131,2024-10-19,8,6,Retail,physical,Nike Store,205.16,GBP,UK,Unknown City,medium,Premium Debit,False,iOS App,mobile,5876e9c51992cb33f44b30d72fab6468,150.164.83.227,0.0,False,8,True,"{'num_transactions': 349, 'total_amount': 8313088.620234084, 'unique_merchants': 98, 'unique_countries': 12, 'max_single_amount': 1534295.5633532826}",0,349.0,8313088.620234084,98.0,12.0,1534295.5633532826
TX_68bf124b,CUST_90848,379991364765910,2024-10-12 03:46:22.378686,2024-10-12,3,6,Gas,major,Shell,535225.3,NGN,Nigeria,Unknown City,medium,Platinum Credit,False,Chrome,web,b8b3eaab83abeccc60f26aab1548c325,106.120.214.11,1.0,False,3,True,"{'num_transactions': 506, 'total_amount': 12506902.484253462, 'unique_merchants': 103, 'unique_countries': 12, 'max_single_amount': 742580.3274480387}",1,506.0,12506902.484253462,103.0,12.0,742580.3274480387
TX_68bf124b,CUST_47483,4791169935772663,2024-10-15 17:22:14.030370,2024-10-15,17,2,Retail,physical,Target,297.38,EUR,France,Unknown City,medium,Gold Credit,False,iOS App,mobile,caf1eb9500db355c437875fcd5046d27,106.182.113.102,0.0,False,17,False,"{'num_transactions': 281, 'total_amount': 8103829.896531363, 'unique_merchants': 99, 'unique_countries': 12, 'max_single_amount': 1595995.7339716486}",0,281.0,8103829.896531363,99.0,12.0,1595995.7339716486
