transaction_id,customer_id,card_number,transaction_ts,transaction_date,derived_hour,day_of_week,merchant_category,merchant_type,merchant,amount,currency,country,city,city_size,card_type,card_present,device,channel,device_fingerprint,ip_address,distance_from_home,high_risk_merchant,transaction_hour,weekend_transaction,velocity_last_hour_raw,is_fraud,velocity_num_transactions,velocity_total_amount,velocity_unique_merchants,velocity_unique_countries,velocity_max_single_amount
TX_18e681ed,CUST_74719,373294699730006,2024-10-13 09:27:15.443734,2024-10-13,9,0,Restaurant,premium,Capital Grille,172505.7,NGN,Nigeria,Unknown City,medium,Premium Debit,False,Chrome,web,5d57ad0f3e50747330dab27bed0f6138,196.36.110.238,0.0,False,9,True,"{'num_transactions': 414, 'total_amount': 75451334.28961475, 'unique_merchants': 100, 'unique_countries': 12, 'max_single_amount': 4941089.648459926}",0,414.0,75451334.28961475,100.0,12.0,4941089.648459926
TX_18e681ed,CUST_39863,4758164711754846,2024-10-29 20:12:09.273606,2024-10-29,20,2,Entertainment,gaming,Epic Games,510.0,GBP,UK,Unknown City,medium,Platinum Credit,False,iOS App,mobile,6608414adb3ada6131844bcd50314a14,192.82.52.153,0.0,True,20,False,"{'num_transactions': 34, 'total_amount': 213362.12306875535, 'unique_merchants': 29, 'unique_countries': 7, 'max_single_amount': 120134.02170022811}",0,34.0,213362.12306875535,29.0,7.0,120134.02170022811
TX_1b19caa1,CUST_22478,377809487023508,2024-10-18 19:38:16.498785,2024-10-18,19,5,Grocery,online,Instacart,1445.5,MXN,Mexico,Unknown City,medium,Basic Debit,False,iOS App,mobile,acfb33a6d0cc7bdd1027c6d0a7bf9c11,253.235.205.5,0.0,False,19,False,"{'num_transactions': 492, 'total_amount': 13954418.984836029, 'unique_merchants': 103, 'unique_countries': 12, 'max_single_amount': 975002.7196860277}",0,492.0,13954418.984836029,103.0,12.0,975002.7196860277
TX_1b19caa1,CUST_19751,5289713158615822,2024-10-23 02:33:13.309019,2024-10-23,2,3,Education,online,Coursera,265431.59,NGN,Nigeria,Unknown City,medium,Platinum Credit,False,Edge,web,7e962ede611ba4f995208a6819014043,174.158.125.86,0.0,False,2,False,"{'num_transactions': 291, 'total_amount': 68609293.49913892, 'unique_merchants': 94, 'unique_countries': 11, 'max_single_amount': 1201932.107569524}",0,291.0,68609293.49913892,94.0,11.0,1201932.107569524
TX_1f0127e9,CUST_97398,379263375128698,2024-10-04 22:12:53.961260,2024-10-04,22,5,Travel,transport,Lyft,52453.95,RUB,Russia,Unknown City,medium,Platinum Credit,False,Edge,web,6768ca3234ad4b0e7ea433922c53499e,31.78.194.160,1.0,True,22,False,"{'num_transactions': 190, 'total_amount': 18232737.588095315, 'unique_merchants': 78, 'unique_countries': 12, 'max_single_amount': 2244744.328323859}",0,190.0,18232737.588095315,78.0,12.0,2244744.328323859
TX_1f0127e9,CUST_94860,4855856999571550,2024-10-30 21:00:16.046529,2024-10-30,21,3,Healthcare,medical,Medical Center,330.91,GBP,UK,Unknown City,medium,Premium Debit,False,Chrome,web,8b2edb793eb06c337199dd237a91ffc4,249.33.177.149,1.0,False,21,False,"{'num_transactions': 3, 'total_amount': 69666.1979437383, 'unique_merchants': 3, 'unique_countries': 3, 'max_single_amount': 68446.2559141987}",0,3.0,69666.1979437383,3.0,3.0,68446.2559141987
TX_20d58987,CUST_57365,6192481267971932,2024-10-06 16:13:02.596372,2024-10-06,16,0,Education,supplies,Chegg,30438.95,RUB,Russia,Unknown City,medium,Basic Debit,False,Android App,mobile,80088f6a51ca361b94a6b0ec62d26d16,5.193.88.89,0.0,False,16,True,"{'num_transactions': 152, 'total_amount': 3482505.5129335644, 'unique_merchants': 76, 'unique_countries': 11, 'max_single_amount': 244258.13832250657}",0,152.0,3482505.5129335644,76.0,11.0,244258.13832250657
TX_20d58987,CUST_52921,375715445074495,2024-10-19 20:21:30.956315,2024-10-19,20,6,Travel,hotels,Marriott,1109.16,CAD,Canada,Unknown City,medium,Premium Debit,False,Chrome,web,8036196a35a00f8797c5f0e98f1dc748,183.252.31.236,0.0,True,20,True,"{'num_transactions': 69, 'total_amount': 276624.24598701927, 'unique_merchants': 50, 'unique_countries': 11, 'max_single_amount': 93132.35533225004}",0,69.0,276624.24598701927,50.0,11.0,93132.35533225004
TX_2ad11f8b,CUST_33129,4119526817592797,2024-09-30 12:09:17.244343,2024-09-30,12,1,Education,online,Skillshare,360.82,EUR,Germany,Unknown City,medium,Premium Debit,False,Firefox,web,560e5eb7d0346aefa6061b9f74a6e111,70.100.66.146,0.0,False,12,False,"{'num_transactions': 808, 'total_amount': 27048691.134789772, 'unique_merchants': 104, 'unique_countries': 12, 'max_single_amount': 4026303.0530338204}",0,808.0,27048691.134789772,104.0,12.0,4026303.0530338204
TX_2ad11f8b,CUST_28620,4305777215303048,2024-10-01 14:01:54.680302,2024-10-01,14,2,Grocery,physical,Whole Foods,1349.59,BRL,Brazil,Unknown City,medium,Basic Debit,False,Chrome,web,44e3963c4e5dc7432d4edfe3dddcbea9,62.95.36.4,0.0,False,14,False,"{'num_transactions': 544, 'total_amount': 15154526.061213164, 'unique_merchants': 103, 'unique_countries': 12, 'max_single_amount': 2502389.178196484}",0,544.0,15154526.061213164,103.0,12.0,2502389.178196484
TX_2b6978a3,CUST_30777,4728845364696642,2024-10-10 04:43:39.011636,2024-10-10,4,4,Restaurant,fast_food,KFC,8148.93,RUB,Russia,Unknown City,medium,Basic Credit,False,Safari,web,e18417d2468f064b8abc234eb00e43c0,141.3.91.239,1.0,False,4,False,"{'num_transactions': 811, 'total_amount': 14087397.842416037, 'unique_merchants': 105, 'unique_countries': 12, 'max_single_amount': 1764931.6701445277}",1,811.0,14087397.842416037,105.0,12.0,1764931.6701445277
TX_2b6978a3,CUST_41790,4253691952168849,2024-10-29 23:14:13.114999,2024-10-29,23,2,Healthcare,pharmacy,CVS Pharmacy,415.82,USD,USA,San Jose,medium,Basic Debit,False,iOS App,mobile,44716c4906ae403c9ecdc721f17a9514,34.82.66.203,1.0,False,23,False,"{'num_transactions': 52, 'total_amount': 6987438.422967266, 'unique_merchants': 42, 'unique_countries': 10, 'max_single_amount': 889796.8084871419}",0,52.0,6987438.422967266,42.0,10.0,889796.8084871419
TX_2e3f2fc4,CUST_78145,5060872176340816,2024-10-02 08:28:48.233650,2024-10-02,8,3,Retail,online,Shopify Store,1027.81,AUD,Australia,Unknown City,medium,Gold Credit,False,Android App,mobile,32cdb22202ba7e23fd9d73efdc671b5f,154.61.24.134,0.0,False,8,False,"{'num_transactions': 1164, 'total_amount': 32144340.836383615, 'unique_merchants': 105, 'unique_countries': 12, 'max_single_amount': 4661877.460930822}",0,1164.0,32144340.836383615,105.0,12.0,4661877.460930822
TX_2e3f2fc4,CUST_69354,5753612665208104,2024-10-13 14:32:54.020004,2024-10-13,14,0,Education,online,Coursera,484.42,USD,USA,New York,large,Premium Debit,False,iOS App,mobile,145debde452c1a93cec7d0a304c23a12,54.208.45.174,0.0,False,14,True,"{'num_transactions': 217, 'total_amount': 2893501.653771362, 'unique_merchants': 88, 'unique_countries': 12, 'max_single_amount': 944235.3099595314}",0,217.0,2893501.653771362,88.0,12.0,944235.3099595314
TX_2e592ead,CUST_75844,4885460989512254,2024-10-01 13:10:21.633209,2024-10-01,13,2,Education,supplies,Barnes & Noble,15779.07,RUB,Russia,Unknown City,medium,Basic Credit,False,Firefox,web,dd4aed1329e706b41f4c17141c489b10,51.1.124.210,0.0,False,13,False,"{'num_transactions': 1111, 'total_amount': 42566635.17845845, 'unique_merchants': 105, 'unique_countries': 12, 'max_single_amount': 1990942.7215549424}",0,1111.0,42566635.17845845,105.0,12.0,1990942.7215549424
TX_2e592ead,CUST_10663,4967014599795220,2024-10-19 19:34:06.367811,2024-10-19,19,6,Entertainment,streaming,Netflix,1066.4,MXN,Mexico,Unknown City,medium,Basic Credit,False,Firefox,web,8233b7c9b67b020e448dfbf14d67ab47,203.182.248.67,0.0,True,19,True,"{'num_transactions': 352, 'total_amount': 9083168.827184089, 'unique_merchants': 101, 'unique_countries': 12, 'max_single_amount': 2438253.6786610167}",0,352.0,9083168.827184089,101.0,12.0,2438253.6786610167
TX_30922df5,CUST_59778,5188586974577679,2024-10-22 14:33:29.766329,2024-10-22,14,2,Healthcare,pharmacy,Walgreens,417.08,EUR,Germany,Unknown City,medium,Premium Debit,False,Chrome,web,3b8573c08db78be5410fc862ea9a12fc,186.72.124.129,0.0,False,14,False,"{'num_transactions': 172, 'total_amount': 2025199.836844716, 'unique_merchants': 82, 'unique_countries': 11, 'max_single_amount': 558095.4992813418}",0,172.0,2025199.836844716,82.0,11.0,558095.4992813418
TX_30922df5,CUST_74619,6348443245148002,2024-10-26 01:22:19.058756,2024-10-26,1,6,Grocery,physical,Publix,20509.52,MXN,Mexico,Unknown City,medium,Basic Debit,False,Firefox,web,6f77db7e4a497898dadc40d7a3bbf3d7,253.85.176.62,1.0,False,1,True,"{'num_transactions': 91, 'total_amount': 954218.3371426445, 'unique_merchants': 57, 'unique_countries': 11, 'max_single_amount': 512173.4241497701}",1,91.0,954218.3371426445,57.0,11.0,512173.4241497701
TX_30c57dee,CUST_61063,5531066468223704,2024-09-30 11:39:34.414252,2024-09-30,11,1,Retail,physical,Walmart,623.08,CAD,Canada,Unknown City,medium,Gold Credit,False,Edge,web,848878f103ac91cf798c1b74ae76cc28,225.118.77.177,0.0,False,11,False,"{'num_transactions': 337, 'total_amount': 14669021.682761714, 'unique_merchants': 96, 'unique_countries': 12, 'max_single_amount': 2054793.3409734867}",0,337.0,14669021.682761714,96.0,12.0,2054793.3409734867
TX_30c57dee,CUST_76071,4335460474709940,2024-10-19 16:48:30.750409,2024-10-19,16,6,Grocery,online,Instacart,137943.99,RUB,Russia,Unknown City,medium,Gold Credit,False,Firefox,web,010d0203928a16cc02f473f94e1e2b7e,153.211.53.233,1.0,False,16,True,"{'num_transactions': 348, 'total_amount': 7640935.674324506, 'unique_merchants': 100, 'unique_countries': 12, 'max_single_amount': 950201.741618281}",1,348.0,7640935.674324506,100.0,12.0,950201.741618281
TX_32411457,CUST_97196,4409250961252400,2024-10-11 00:49:16.349800,2024-10-11,0,5,Travel,airlines,United Airlines,121113.73,JPY,Japan,Unknown City,medium,Gold Credit,False,Android App,mobile,a2d3ead64636f8f0ebf92dc7d66a5a65,89.99.244.171,0.0,True,0,False,"{'num_transactions': 877, 'total_amount': 68428637.08408687, 'unique_merchants': 105, 'unique_countries': 12, 'max_single_amount': 5071831.7493697405}",0,877.0,68428637.08408687,105.0,12.0,5071831.7493697405
TX_32411457,CUST_72447,4638466480456248,2024-10-14 07:30:16.946263,2024-10-14,7,1,Healthcare,medical,Lab Corp,2364.78,SGD,Singapore,Unknown City,medium,Platinum Credit,False,Edge,web,29bda1fbb966e8181fc712a9846b3b1c,229.4.131.218,1.0,False,7,False,"{'num_transactions': 365, 'total_amount': 17369562.41451684, 'unique_merchants': 101, 'unique_countries': 12, 'max_single_amount': 1927283.8050059704}",0,365.0,17369562.41451684,101.0,12.0,1927283.8050059704
TX_355cc97f,CUST_48161,372580736683377,2024-10-22 08:39:54.983299,2024-10-22,8,2,Gas,major,BP,1686.5,BRL,Brazil,Unknown City,medium,Basic Credit,False,Edge,web,6f41d275100c6bef60752a003c40c648,152.114.114.206,1.0,False,8,False,"{'num_transactions': 297, 'total_amount': 31347637.496099677, 'unique_merchants': 96, 'unique_countries': 12, 'max_single_amount': 3418787.705861479}",0,297.0,31347637.496099677,96.0,12.0,3418787.705861479
TX_355cc97f,CUST_96871,6092586098682200,2024-10-22 10:00:09.573872,2024-10-22,10,2,Gas,major,BP,380.84,GBP,UK,Unknown City,medium,Gold Credit,False,Edge,web,f1552e311f9f54c86e200652162b3210,191.242.92.171,0.0,False,10,False,"{'num_transactions': 80, 'total_amount': 1116928.6569197332, 'unique_merchants': 62, 'unique_countries': 11, 'max_single_amount': 374269.3974472742}",0,80.0,1116928.6569197332,62.0,11.0,374269.3974472742
TX_40afe8ff,CUST_50199,374804681046952,2024-10-23 08:59:23.226695,2024-10-23,8,3,Restaurant,fast_food,Subway,542.55,USD,USA,Los Angeles,large,Gold Credit,False,Edge,web,21894fb7655e11ed18e4a68eb58e6b3a,185.3.6.139,1.0,False,8,False,"{'num_transactions': 9, 'total_amount': 287224.6072739641, 'unique_merchants': 9, 'unique_countries': 4, 'max_single_amount': 54857.80758272058}",0,9.0,287224.6072739641,9.0,4.0,54857.80758272058
TX_40afe8ff,CUST_40252,4109790256756733,2024-10-23 19:03:56.596109,2024-10-23,19,3,Grocery,online,Amazon Fresh,19562.1,MXN,Mexico,Unknown City,medium,Platinum Credit,False,Safari,web,4650b70683c43701719365a55d123d04,234.23.14.120,1.0,False,19,False,"{'num_transactions': 53, 'total_amount': 1011263.159597429, 'unique_merchants': 39, 'unique_countries': 12, 'max_single_amount': 281974.3114189595}",1,53.0,1011263.159597429,39.0,12.0,281974.3114189595
TX_46368bd6,CUST_80927,6875574290402158,2024-10-02 15:32:47.909745,2024-10-02,15,3,Travel,transport,Uber,3330.07,MXN,Mexico,Unknown City,medium,Premium Debit,False,Android App,mobile,e432cbb3ab91b5990a7c1c0782bd8434,124.72.84.227,0.0,True,15,False,"{'num_transactions': 1008, 'total_amount': 39670717.96661532, 'unique_merchants': 105, 'unique_countries': 12, 'max_single_amount': 4936935.3197118575}",0,1008.0,39670717.96661532,105.0,12.0,4936935.3197118575
TX_46368bd6,CUST_75768,4169599865318141,2024-10-05 16:09:30.063265,2024-10-05,16,6,Gas,major,Texaco,347.23,EUR,Germany,Unknown City,medium,Premium Debit,False,Safari,web,b5a2eaa3a32db853dc3b56ea1e96b015,223.84.198.159,0.0,False,16,True,"{'num_transactions': 1146, 'total_amount': 33060436.43111371, 'unique_merchants': 105, 'unique_countries': 12, 'max_single_amount': 1955983.3496421457}",0,1146.0,33060436.43111371,105.0,12.0,1955983.3496421457
TX_48803d13,CUST_56389,4752155140725296,2024-10-12 01:12:00.816156,2024-10-12,1,6,Entertainment,events,Ticketmaster,31304.45,MXN,Mexico,Unknown City,medium,Platinum Credit,True,Magnetic Stripe,pos,022cdea700fc9780b5a9df4e3be3c962,90.188.171.132,1.0,True,1,True,"{'num_transactions': 450, 'total_amount': 10389045.115616176, 'unique_merchants': 98, 'unique_countries': 12, 'max_single_amount': 1068970.8228651935}",1,450.0,10389045.115616176,98.0,12.0,1068970.8228651935
TX_48803d13,CUST_49299,4556798513331545,2024-10-26 15:30:38.664806,2024-10-26,15,6,Gas,major,Mobil,1084.23,AUD,Australia,Unknown City,medium,Platinum Credit,False,Chrome,web,df4795d8a527bab7f5e37170725032f1,53.92.92.115,0.0,False,15,True,"{'num_transactions': 173, 'total_amount': 4399977.709646941, 'unique_merchants': 81, 'unique_countries': 12, 'max_single_amount': 500640.87653629296}",0,173.0,4399977.709646941,81.0,12.0,500640.87653629296
TX_49777f83,CUST_10538,6419101958533844,2024-10-06 06:35:00.458959,2024-10-06,6,0,Grocery,online,FreshDirect,201.8,USD,USA,Los Angeles,large,Basic Debit,False,Safari,web,606fe1dac59ce267506ab4c24be8fbc1,247.173.64.55,0.0,False,6,True,"{'num_transactions': 484, 'total_amount': 11933003.895658793, 'unique_merchants': 102, 'unique_countries': 12, 'max_single_amount': 1892383.8073451002}",0,484.0,11933003.895658793,102.0,12.0,1892383.8073451002
TX_49777f83,CUST_97684,377650721868286,2024-10-29 16:40:03.836320,2024-10-29,16,2,Gas,major,Mobil,28359.99,RUB,Russia,Unknown City,medium,Basic Credit,False,Safari,web,a154dc61739c56060424733aa8992fba,72.221.71.41,0.0,False,16,False,"{'num_transactions': 51, 'total_amount': 1912274.9301039223, 'unique_merchants': 39, 'unique_countries': 7, 'max_single_amount': 657290.8949091132}",0,51.0,1912274.9301039223,39.0,7.0,657290.8949091132
TX_4978cb31,CUST_45620,5936140172920839,2024-10-15 13:23:56.183707,2024-10-15,13,2,Retail,physical,Costco,2131.08,MXN,Mexico,Unknown City,medium,Basic Credit,False,Edge,web,b6206d655e3d6c70f44d04404ca2ab02,197.147.93.87,0.0,False,13,False,"{'num_transactions': 873, 'total_amount': 20292604.046014052, 'unique_merchants': 105, 'unique_countries': 12, 'max_single_amount': 1289503.4164755666}",0,873.0,20292604.046014052,105.0,12.0,1289503.4164755666
TX_4978cb31,CUST_53692,6269890873539180,2024-10-27 04:57:03.097212,2024-10-27,4,0,Restaurant,premium,Nobu,234.85,SGD,Singapore,Unknown City,medium,Basic Credit,False,Edge,web,e59990cf7bfb116b531e84495bdaa25f,135.47.244.49,0.0,False,4,True,"{'num_transactions': 127, 'total_amount': 2702256.612285103, 'unique_merchants': 76, 'unique_countries': 11, 'max_single_amount': 618586.6736099153}",0,127.0,2702256.612285103,76.0,11.0,618586.6736099153
TX_49b5006c,CUST_87603,6447967734611948,2024-10-22 16:31:42.562741,2024-10-22,16,2,Grocery,physical,Safeway,422.27,CAD,Canada,Unknown City,medium,Platinum Credit,False,Safari,web,c22a42d58e5540cc99c4f29c77181466,207.161.174.79,0.0,False,16,False,"{'num_transactions': 232, 'total_amount': 6990725.632151979, 'unique_merchants': 87, 'unique_countries': 12, 'max_single_amount': 967994.4460899365}",0,232.0,6990725.632151979,87.0,12.0,967994.4460899365
TX_49b5006c,CUST_79909,6446550419388627,2024-10-28 23:46:02.487325,2024-10-28,23,1,Retail,physical,Macy's,1217.5,EUR,Germany,Unknown City,medium,Platinum Credit,False,Safari,web,55bb58dcb23aa6cc56dfe2f6b749c37a,42.60.114.67,1.0,False,23,False,"{'num_transactions': 80, 'total_amount': 606923.2951996205, 'unique_merchants': 52, 'unique_countries': 10, 'max_single_amount': 119968.76705112627}",0,80.0,606923.2951996205,52.0,10.0,119968.76705112627
TX_536eca5c,CUST_34635,5963058748367028,2024-10-27 02:07:13.147094,2024-10-27,2,0,Entertainment,events,StubHub,38599.96,RUB,Russia,Unknown City,medium,Gold Credit,False,Edge,web,8df6f637973ab82394396b9a947593e9,28.162.41.30,0.0,True,2,True,"{'num_transactions': 49, 'total_amount': 2316298.950088334, 'unique_merchants': 40, 'unique_countries': 8, 'max_single_amount': 560962.788296085}",0,49.0,2316298.950088334,40.0,8.0,560962.788296085
TX_536eca5c,CUST_73539,374584669670375,2024-10-28 21:31:08.941896,2024-10-28,21,1,Education,online,edX,16505.98,MXN,Mexico,Unknown City,medium,Basic Credit,True,Magnetic Stripe,pos,a31d25f5459fc51db8e4d22ca10bb22c,78.179.218.141,1.0,False,21,False,"{'num_transactions': 79, 'total_amount': 9535039.405265935, 'unique_merchants': 52, 'unique_countries': 7, 'max_single_amount': 662709.7884577686}",1,79.0,9535039.405265935,52.0,7.0,662709.7884577686
TX_54e91d76,CUST_85337,4104680568874800,2024-10-26 17:07:46.709598,2024-10-26,17,6,Gas,major,Shell,625.83,CAD,Canada,Unknown City,medium,Premium Debit,False,Safari,web,4ad8f739512a5dd4bbdcb9ceb542a314,244.129.181.66,1.0,False,17,True,"{'num_transactions': 129, 'total_amount': 7343913.609364957, 'unique_merchants': 73, 'unique_countries': 11, 'max_single_amount': 2540083.766237411}",0,129.0,7343913.609364957,73.0,11.0,2540083.766237411
TX_54e91d76,CUST_11636,6205406716736250,2024-10-28 17:41:47.927368,2024-10-28,17,1,Travel,airlines,American Airlines,201376.72,JPY,Japan,Unknown City,medium,Platinum Credit,False,Chrome,web,1c41b36b075d020aa45064d8ddbe56c0,198.212.2.200,0.0,True,17,False,"{'num_transactions': 10, 'total_amount': 949839.283869477, 'unique_merchants': 10, 'unique_countries': 3, 'max_single_amount': 201376.71632901867}",0,10.0,949839.283869477,10.0,3.0,201376.71632901867
TX_5c7a3da3,CUST_82514,376042685000372,2024-10-08 04:37:17.452318,2024-10-08,4,2,Healthcare,medical,Urgent Care,837835.53,NGN,Nigeria,Unknown City,medium,Basic Credit,True,Magnetic Stripe,pos,ecd100a2f8d03419b5d34f25f719f99d,23.238.5.112,1.0,False,4,False,"{'num_transactions': 360, 'total_amount': 9044591.206373548, 'unique_merchants': 98, 'unique_countries': 12, 'max_single_amount': 1804683.9892576502}",1,360.0,9044591.206373548,98.0,12.0,1804683.9892576502
TX_5c7a3da3,CUST_21362,5634840683306239,2024-10-10 16:00:16.209227,2024-10-10,16,4,Healthcare,medical,Urgent Care,409.85,EUR,France,Unknown City,medium,Gold Credit,False,Firefox,web,30d9029c7fd056ffb7c77cdc22a00d16,155.129.203.18,0.0,False,16,False,"{'num_transactions': 100, 'total_amount': 2712908.120664814, 'unique_merchants': 63, 'unique_countries': 9, 'max_single_amount': 1497831.9383375116}",0,100.0,2712908.120664814,63.0,9.0,1497831.9383375116
TX_60d1890f,CUST_76733,4299632273919920,2024-10-12 15:26:27.211495,2024-10-12,15,6,Restaurant,fast_food,Burger King,7385.62,RUB,Russia,Unknown City,medium,Basic Debit,False,Safari,web,665e7f760d943b536de85cb994f76169,28.207.174.120,0.0,False,15,True,"{'num_transactions': 717, 'total_amount': 32643431.621248845, 'unique_merchants': 104, 'unique_countries': 12, 'max_single_amount': 2675625.7976967725}",0,717.0,32643431.621248845,104.0,12.0,2675625.7976967725
TX_60d1890f,CUST_95404,4992009519227733,2024-10-20 19:43:15.154196,2024-10-20,19,0,Gas,major,Mobil,327.96,CAD,Canada,Unknown City,medium,Basic Credit,False,Android App,mobile,28aa124ad2665fe19f19cf950924303e,71.88.35.192,0.0,False,19,True,"{'num_transactions': 1, 'total_amount': 1552.3497756973863, 'unique_merchants': 1, 'unique_countries': 1, 'max_single_amount': 1224.3935044545742}",0,1.0,1552.3497756973863,1.0,1.0,1224.3935044545742
TX_622089bf,CUST_83367,6280807665253825,2024-10-12 01:12:30.139556,2024-10-12,1,6,Gas,local,Highway Gas Stop,29672.43,MXN,Mexico,Unknown City,medium,Platinum Credit,False,Android App,mobile,568112ef9571efc497ab38d52af887eb,153.114.56.248,1.0,False,1,True,"{'num_transactions': 48, 'total_amount': 1785796.08923647, 'unique_merchants': 37, 'unique_countries': 6, 'max_single_amount': 855310.5378356489}",1,48.0,1785796.08923647,37.0,6.0,855310.5378356489
TX_622089bf,CUST_99261,5533338735360330,2024-10-19 08:54:23.764131,2024-10-19,8,6,Retail,physical,Nike Store,205.16,GBP,UK,Unknown City,medium,Premium Debit,False,iOS App,mobile,5876e9c51992cb33f44b30d72fab6468,150.164.83.227,0.0,False,8,True,"{'num_transactions': 349, 'total_amount': 8313088.620234084, 'unique_merchants': 98, 'unique_countries': 12, 'max_single_amount': 1534295.5633532826}",0,349.0,8313088.620234084,98.0,12.0,1534295.5633532826
